COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles,isFeasible
0.65LKM-1200L,107,1200,1,1,1
0.546LKM-600L,107,600,1,1,1
0.715LKM-800L,107,800,1,1,1
0.754LKM-1000L,107,1000,1,1,1
0.845LKM-1200L,107,1200,1,1,1
0.42LKM-600L,1070,600,1,1,1
0.55LKM-800L,1070,800,1,1,1
0.58LKM-1000L,1070,1000,1,1,1
0.65LKM-1200L,1070,1200,1,1,1
0.546LKM-600L,1070,600,1,1,1
0.715LKM-800L,1070,800,1,1,1
0.754LKM-1000L,1070,1000,1,1,1
0.845LKM-1200L,1070,1200,1,1,1
0.42LKM-600L,1071,600,1,1,1
0.55LKM-800L,1071,800,1,1,1
0.58LKM-1000L,1071,1000,1,1,1
0.65LKM-1200L,1071,1200,1,1,1
0.546LKM-600L,1071,600,1,1,1
0.715LKM-800L,1071,800,1,1,1
0.754LKM-1000L,1071,1000,1,1,1
0.845LKM-1200L,1071,1200,1,1,1
0.42LKM-600L,1072,600,1,1,1
0.55LKM-800L,1072,800,1,1,1
0.58LKM-1000L,1072,1000,1,1,1
0.65LKM-1200L,1072,1200,1,1,1
0.546LKM-600L,1072,600,1,1,1
0.715LKM-800L,1072,800,1,1,1
0.754LKM-1000L,1072,1000,1,1,1
0.845LKM-1200L,1072,1200,1,1,1
0.42LKM-600L,1073,600,1,1,1
0.55LKM-800L,1073,800,1,1,1
0.58LKM-1000L,1073,1000,1,1,1
0.65LKM-1200L,1073,1200,1,1,1
0.546LKM-600L,1073,600,1,1,0
0.715LKM-800L,1073,800,1,1,0
0.754LKM-1000L,1073,1000,1,1,1
0.845LKM-1200L,1073,1200,1,1,1
0.42LKM-600L,1074,600,1,1,1
0.55LKM-800L,1074,800,1,1,1
0.58LKM-1000L,1074,1000,1,1,1
0.65LKM-1200L,1074,1200,1,1,1
0.546LKM-600L,1074,600,1,1,1
0.715LKM-800L,1074,800,1,1,1
0.754LKM-1000L,1074,1000,1,1,1
0.845LKM-1200L,1074,1200,1,1,1
0.42LKM-600L,1075,600,1,1,1
0.55LKM-800L,1075,800,1,1,1
0.58LKM-1000L,1075,1000,1,1,1
0.65LKM-1200L,1075,1200,1,1,1
0.546LKM-600L,1075,600,1,1,1
0.715LKM-800L,1075,800,1,1,1
0.754LKM-1000L,1075,1000,1,1,1
0.845LKM-1200L,1075,1200,1,1,1
0.42LKM-600L,1076,600,1,1,1
0.55LKM-800L,1076,800,1,1,1
0.58LKM-1000L,1076,1000,1,1,1
0.65LKM-1200L,1076,1200,1,1,1
0.546LKM-600L,1076,600,1,1,1
0.715LKM-800L,1076,800,1,1,1
0.754LKM-1000L,1076,1000,1,1,1
0.845LKM-1200L,1076,1200,1,1,1
0.42LKM-600L,1077,600,1,1,1
0.55LKM-800L,1077,800,1,1,1
0.58LKM-1000L,1077,1000,1,1,1
0.65LKM-1200L,1077,1200,1,1,1
0.546LKM-600L,1077,600,1,1,0
0.715LKM-800L,1077,800,1,1,0
0.754LKM-1000L,1077,1000,1,1,1
0.845LKM-1200L,1077,1200,1,1,1
0.42LKM-600L,1078,600,1,1,1
0.55LKM-800L,1078,800,1,1,1
0.58LKM-1000L,1078,1000,1,1,1
0.65LKM-1200L,1078,1200,1,1,1
0.546LKM-600L,1078,600,1,1,1
0.715LKM-800L,1078,800,1,1,1
0.754LKM-1000L,1078,1000,1,1,1
0.845LKM-1200L,1078,1200,1,1,1
0.42LKM-600L,1079,600,1,1,1
0.55LKM-800L,1079,800,1,1,1
0.58LKM-1000L,1079,1000,1,1,1
0.65LKM-1200L,1079,1200,1,1,1
0.546LKM-600L,1079,600,1,1,0
0.715LKM-800L,1079,800,1,1,0
0.754LKM-1000L,1079,1000,1,1,1
0.845LKM-1200L,1079,1200,1,1,1
0.42LKM-600L,108,600,1,1,1
0.55LKM-800L,108,800,1,1,1
0.58LKM-1000L,108,1000,1,1,1
0.65LKM-1200L,108,1200,1,1,1
0.546LKM-600L,108,600,1,1,1
0.715LKM-800L,108,800,1,1,1
0.754LKM-1000L,108,1000,1,1,1
0.845LKM-1200L,108,1200,1,1,1
0.42LKM-600L,1080,600,1,1,1
0.55LKM-800L,1080,800,1,1,1
0.58LKM-1000L,1080,1000,1,1,1
0.65LKM-1200L,1080,1200,1,1,1
0.546LKM-600L,1080,600,1,1,1
0.715LKM-800L,1080,800,1,1,1
0.754LKM-1000L,1080,1000,1,1,1
0.845LKM-1200L,1080,1200,1,1,1
0.42LKM-600L,1081,600,1,1,1
0.55LKM-800L,1081,800,1,1,1
0.58LKM-1000L,1081,1000,1,1,1
0.65LKM-1200L,1081,1200,1,1,1
0.546LKM-600L,1081,600,1,1,1
0.715LKM-800L,1081,800,1,1,1
0.754LKM-1000L,1081,1000,1,1,1
0.845LKM-1200L,1081,1200,1,1,1
0.42LKM-600L,1082,600,1,1,1
0.55LKM-800L,1082,800,1,1,1
0.58LKM-1000L,1082,1000,1,1,1
0.65LKM-1200L,1082,1200,1,1,1
0.546LKM-600L,1082,600,1,1,1
0.715LKM-800L,1082,800,1,1,1
0.754LKM-1000L,1082,1000,1,1,1
0.845LKM-1200L,1082,1200,1,1,1
0.42LKM-600L,1083,600,1,1,1
0.55LKM-800L,1083,800,1,1,1
0.58LKM-1000L,1083,1000,1,1,1
0.65LKM-1200L,1083,1200,1,1,1
0.546LKM-600L,1083,600,1,1,1
0.715LKM-800L,1083,800,1,1,1
0.754LKM-1000L,1083,1000,1,1,1
0.845LKM-1200L,1083,1200,1,1,1
0.42LKM-600L,1084,600,1,1,1
0.55LKM-800L,1084,800,1,1,1
0.58LKM-1000L,1084,1000,1,1,1
0.65LKM-1200L,1084,1200,1,1,1
0.546LKM-600L,1084,600,1,1,1
0.715LKM-800L,1084,800,1,1,1
0.754LKM-1000L,1084,1000,1,1,1
0.845LKM-1200L,1084,1200,1,1,1
0.42LKM-600L,1085,600,1,1,1
0.55LKM-800L,1085,800,1,1,1
0.58LKM-1000L,1085,1000,1,1,1
0.65LKM-1200L,1085,1200,1,1,1
0.546LKM-600L,1085,600,1,1,1
0.715LKM-800L,1085,800,1,1,1
0.754LKM-1000L,1085,1000,1,1,1
0.845LKM-1200L,1085,1200,1,1,1
0.42LKM-600L,1086,600,1,1,1
0.55LKM-800L,1086,800,1,1,1
0.58LKM-1000L,1086,1000,1,1,1
0.65LKM-1200L,1086,1200,1,1,1
0.546LKM-600L,1086,600,1,1,1
0.715LKM-800L,1086,800,1,1,1
0.754LKM-1000L,1086,1000,1,1,1
0.845LKM-1200L,1086,1200,1,1,1
0.42LKM-600L,1087,600,1,1,1
0.55LKM-800L,1087,800,1,1,1
0.58LKM-1000L,1087,1000,1,1,1
0.65LKM-1200L,1087,1200,1,1,1
0.546LKM-600L,1087,600,1,1,0
0.715LKM-800L,1087,800,1,1,0
0.754LKM-1000L,1087,1000,1,1,1
0.845LKM-1200L,1087,1200,1,1,1
0.42LKM-600L,1088,600,1,1,1
0.55LKM-800L,1088,800,1,1,1
0.58LKM-1000L,1088,1000,1,1,1
0.65LKM-1200L,1088,1200,1,1,1
0.546LKM-600L,1088,600,1,1,1
0.715LKM-800L,1088,800,1,1,1
0.754LKM-1000L,1088,1000,1,1,1
0.845LKM-1200L,1088,1200,1,1,1
0.42LKM-600L,1089,600,1,1,1
0.55LKM-800L,1089,800,1,1,1
0.58LKM-1000L,1089,1000,1,1,1
0.65LKM-1200L,1089,1200,1,1,1
0.546LKM-600L,1089,600,1,1,1
0.715LKM-800L,1089,800,1,1,1
0.754LKM-1000L,1089,1000,1,1,1
0.845LKM-1200L,1089,1200,1,1,1
0.42LKM-600L,109,600,1,1,1
0.55LKM-800L,109,800,1,1,1
0.58LKM-1000L,109,1000,1,1,1
0.65LKM-1200L,109,1200,1,1,1
0.546LKM-600L,109,600,1,1,1
0.715LKM-800L,109,800,1,1,1
0.754LKM-1000L,109,1000,1,1,1
0.845LKM-1200L,109,1200,1,1,1
0.42LKM-600L,1090,600,1,1,1
0.55LKM-800L,1090,800,1,1,1
0.58LKM-1000L,1090,1000,1,1,1
0.65LKM-1200L,1090,1200,1,1,1
0.546LKM-600L,1090,600,1,1,1
0.715LKM-800L,1090,800,1,1,1
0.754LKM-1000L,1090,1000,1,1,1
0.845LKM-1200L,1090,1200,1,1,1
0.42LKM-600L,1091,600,1,1,1
0.55LKM-800L,1091,800,1,1,1
0.58LKM-1000L,1091,1000,1,1,1
0.65LKM-1200L,1091,1200,1,1,1
0.546LKM-600L,1091,600,1,1,1
0.715LKM-800L,1091,800,1,1,1
0.754LKM-1000L,1091,1000,1,1,1
0.845LKM-1200L,1091,1200,1,1,1
0.42LKM-600L,1092,600,1,1,1
0.55LKM-800L,1092,800,1,1,1
0.58LKM-1000L,1092,1000,1,1,1
0.65LKM-1200L,1092,1200,1,1,1
0.546LKM-600L,1092,600,1,1,1
0.715LKM-800L,1092,800,1,1,1
0.754LKM-1000L,1092,1000,1,1,1
0.845LKM-1200L,1092,1200,1,1,1
0.42LKM-600L,1093,600,1,1,1
0.55LKM-800L,1093,800,1,1,1
0.58LKM-1000L,1093,1000,1,1,1
0.65LKM-1200L,1093,1200,1,1,1
0.546LKM-600L,1093,600,1,1,0
0.715LKM-800L,1093,800,1,1,0
0.754LKM-1000L,1093,1000,1,1,1
0.845LKM-1200L,1093,1200,1,1,1
0.42LKM-600L,1094,600,1,1,1
0.55LKM-800L,1094,800,1,1,1
0.58LKM-1000L,1094,1000,1,1,1
0.65LKM-1200L,1094,1200,1,1,1
0.546LKM-600L,1094,600,1,1,1
0.715LKM-800L,1094,800,1,1,1
0.754LKM-1000L,1094,1000,1,1,1
0.845LKM-1200L,1094,1200,1,1,1
0.42LKM-600L,1095,600,1,1,1
0.55LKM-800L,1095,800,1,1,1
0.58LKM-1000L,1095,1000,1,1,1
0.65LKM-1200L,1095,1200,1,1,1
0.546LKM-600L,1095,600,1,1,1
0.715LKM-800L,1095,800,1,1,1
0.754LKM-1000L,1095,1000,1,1,1
0.845LKM-1200L,1095,1200,1,1,1
0.42LKM-600L,1096,600,1,1,1
0.55LKM-800L,1096,800,1,1,1
0.58LKM-1000L,1096,1000,1,1,1
0.65LKM-1200L,1096,1200,1,1,1
0.546LKM-600L,1096,600,1,1,0
0.715LKM-800L,1096,800,1,1,0
0.754LKM-1000L,1096,1000,1,1,1
0.845LKM-1200L,1096,1200,1,1,1
0.42LKM-600L,1097,600,1,1,1
0.55LKM-800L,1097,800,1,1,1
0.58LKM-1000L,1097,1000,1,1,1
0.65LKM-1200L,1097,1200,1,1,1
0.546LKM-600L,1097,600,1,1,0
0.715LKM-800L,1097,800,1,1,0
0.754LKM-1000L,1097,1000,1,1,1
0.845LKM-1200L,1097,1200,1,1,1
0.42LKM-600L,1098,600,1,1,1
0.55LKM-800L,1098,800,1,1,1
0.58LKM-1000L,1098,1000,1,1,1
0.65LKM-1200L,1098,1200,1,1,1
0.546LKM-600L,1098,600,1,1,1
0.715LKM-800L,1098,800,1,1,1
0.754LKM-1000L,1098,1000,1,1,1
0.845LKM-1200L,1098,1200,1,1,1
0.42LKM-600L,1099,600,1,1,1
0.55LKM-800L,1099,800,1,1,1
0.58LKM-1000L,1099,1000,1,1,1
0.65LKM-1200L,1099,1200,1,1,1
0.546LKM-600L,1099,600,1,1,1
0.715LKM-800L,1099,800,1,1,1
0.754LKM-1000L,1099,1000,1,1,1
0.845LKM-1200L,1099,1200,1,1,1
0.42LKM-600L,11,600,1,1,1
0.55LKM-800L,11,800,1,1,1
0.58LKM-1000L,11,1000,1,1,1
0.65LKM-1200L,11,1200,1,1,1
0.546LKM-600L,11,600,1,1,0
0.715LKM-800L,11,800,1,1,0
0.754LKM-1000L,11,1000,1,1,1
0.845LKM-1200L,11,1200,1,1,1
0.42LKM-600L,110,600,1,1,1
0.55LKM-800L,110,800,1,1,1
0.58LKM-1000L,110,1000,1,1,1
0.65LKM-1200L,110,1200,1,1,1
0.546LKM-600L,110,600,1,1,1
0.715LKM-800L,110,800,1,1,1
0.754LKM-1000L,110,1000,1,1,1
0.845LKM-1200L,110,1200,1,1,1
0.42LKM-600L,1100,600,1,1,1
0.55LKM-800L,1100,800,1,1,1
0.58LKM-1000L,1100,1000,1,1,1
0.65LKM-1200L,1100,1200,1,1,1
0.546LKM-600L,1100,600,1,1,1
0.715LKM-800L,1100,800,1,1,1
0.754LKM-1000L,1100,1000,1,1,1
0.845LKM-1200L,1100,1200,1,1,1
0.42LKM-600L,1101,600,1,1,1
0.55LKM-800L,1101,800,1,1,1
0.58LKM-1000L,1101,1000,1,1,1
0.65LKM-1200L,1101,1200,1,1,1
0.546LKM-600L,1101,600,1,1,0
0.715LKM-800L,1101,800,1,1,0
0.754LKM-1000L,1101,1000,1,1,1
0.845LKM-1200L,1101,1200,1,1,1
0.42LKM-600L,1102,600,1,1,1
0.55LKM-800L,1102,800,1,1,1
0.58LKM-1000L,1102,1000,1,1,1
0.65LKM-1200L,1102,1200,1,1,1
0.546LKM-600L,1102,600,1,1,1
0.715LKM-800L,1102,800,1,1,1
0.754LKM-1000L,1102,1000,1,1,1
0.845LKM-1200L,1102,1200,1,1,1
0.42LKM-600L,1103,600,1,1,1
0.55LKM-800L,1103,800,1,1,1
0.58LKM-1000L,1103,1000,1,1,1
0.65LKM-1200L,1103,1200,1,1,1
0.546LKM-600L,1103,600,1,1,1
0.715LKM-800L,1103,800,1,1,1
0.754LKM-1000L,1103,1000,1,1,1
0.845LKM-1200L,1103,1200,1,1,1
0.42LKM-600L,1104,600,1,1,1
0.55LKM-800L,1104,800,1,1,1
0.58LKM-1000L,1104,1000,1,1,1
0.65LKM-1200L,1104,1200,1,1,1
0.546LKM-600L,1104,600,1,1,1
0.715LKM-800L,1104,800,1,1,1
0.754LKM-1000L,1104,1000,1,1,1
0.845LKM-1200L,1104,1200,1,1,1
0.42LKM-600L,1105,600,1,1,1
0.55LKM-800L,1105,800,1,1,1
0.58LKM-1000L,1105,1000,1,1,1
0.65LKM-1200L,1105,1200,1,1,1
0.546LKM-600L,1105,600,1,1,1
0.715LKM-800L,1105,800,1,1,1
0.754LKM-1000L,1105,1000,1,1,1
0.845LKM-1200L,1105,1200,1,1,1
0.42LKM-600L,1106,600,1,1,1
0.55LKM-800L,1106,800,1,1,1
0.58LKM-1000L,1106,1000,1,1,1
0.65LKM-1200L,1106,1200,1,1,1
0.546LKM-600L,1106,600,1,1,0
0.715LKM-800L,1106,800,1,1,0
0.754LKM-1000L,1106,1000,1,1,1
0.845LKM-1200L,1106,1200,1,1,1
0.42LKM-600L,1107,600,1,1,1
0.55LKM-800L,1107,800,1,1,1
0.58LKM-1000L,1107,1000,1,1,1
0.65LKM-1200L,1107,1200,1,1,1
0.546LKM-600L,1107,600,1,1,1
0.715LKM-800L,1107,800,1,1,1
0.754LKM-1000L,1107,1000,1,1,1
0.845LKM-1200L,1107,1200,1,1,1
0.42LKM-600L,1108,600,1,1,1
0.55LKM-800L,1108,800,1,1,1
0.58LKM-1000L,1108,1000,1,1,1
0.65LKM-1200L,1108,1200,1,1,1
0.546LKM-600L,1108,600,1,1,0
0.715LKM-800L,1108,800,1,1,0
0.754LKM-1000L,1108,1000,1,1,1
0.845LKM-1200L,1108,1200,1,1,1
0.42LKM-600L,1109,600,1,1,1
0.55LKM-800L,1109,800,1,1,1
0.58LKM-1000L,1109,1000,1,1,1
0.65LKM-1200L,1109,1200,1,1,1
0.546LKM-600L,1109,600,1,1,1
0.715LKM-800L,1109,800,1,1,1
0.754LKM-1000L,1109,1000,1,1,1
0.845LKM-1200L,1109,1200,1,1,1
0.42LKM-600L,111,600,1,1,1
0.55LKM-800L,111,800,1,1,1
0.58LKM-1000L,111,1000,1,1,1
0.65LKM-1200L,111,1200,1,1,1
0.546LKM-600L,111,600,1,1,1
0.715LKM-800L,111,800,1,1,1
0.754LKM-1000L,111,1000,1,1,1
0.845LKM-1200L,111,1200,1,1,1
0.42LKM-600L,1110,600,1,1,1
0.55LKM-800L,1110,800,1,1,1
0.58LKM-1000L,1110,1000,1,1,1
0.65LKM-1200L,1110,1200,1,1,1
0.546LKM-600L,1110,600,1,1,1
0.715LKM-800L,1110,800,1,1,1
0.754LKM-1000L,1110,1000,1,1,1
0.845LKM-1200L,1110,1200,1,1,1
0.42LKM-600L,1111,600,1,1,1
0.55LKM-800L,1111,800,1,1,1
0.58LKM-1000L,1111,1000,1,1,1
0.65LKM-1200L,1111,1200,1,1,1
0.546LKM-600L,1111,600,1,1,1
0.715LKM-800L,1111,800,1,1,1
0.754LKM-1000L,1111,1000,1,1,1
0.845LKM-1200L,1111,1200,1,1,1
0.42LKM-600L,1112,600,1,1,1
0.55LKM-800L,1112,800,1,1,1
0.58LKM-1000L,1112,1000,1,1,1
0.65LKM-1200L,1112,1200,1,1,1
0.546LKM-600L,1112,600,1,1,1
0.715LKM-800L,1112,800,1,1,1
0.754LKM-1000L,1112,1000,1,1,1
0.845LKM-1200L,1112,1200,1,1,1
0.42LKM-600L,1113,600,1,1,1
0.55LKM-800L,1113,800,1,1,1
0.58LKM-1000L,1113,1000,1,1,1
0.65LKM-1200L,1113,1200,1,1,1
0.546LKM-600L,1113,600,1,1,0
0.715LKM-800L,1113,800,1,1,0
0.754LKM-1000L,1113,1000,1,1,1
0.845LKM-1200L,1113,1200,1,1,1
0.42LKM-600L,1114,600,1,1,1
0.55LKM-800L,1114,800,1,1,1
0.58LKM-1000L,1114,1000,1,1,1
0.65LKM-1200L,1114,1200,1,1,1
0.546LKM-600L,1114,600,1,1,1
0.715LKM-800L,1114,800,1,1,1
0.754LKM-1000L,1114,1000,1,1,1
0.845LKM-1200L,1114,1200,1,1,1
0.42LKM-600L,1115,600,1,1,1
0.55LKM-800L,1115,800,1,1,1
0.58LKM-1000L,1115,1000,1,1,1
0.65LKM-1200L,1115,1200,1,1,1
0.546LKM-600L,1115,600,1,1,0
0.715LKM-800L,1115,800,1,1,0
0.754LKM-1000L,1115,1000,1,1,1
0.845LKM-1200L,1115,1200,1,1,1
0.42LKM-600L,1116,600,1,1,1
0.55LKM-800L,1116,800,1,1,1
0.58LKM-1000L,1116,1000,1,1,1
0.65LKM-1200L,1116,1200,1,1,1
0.546LKM-600L,1116,600,1,1,1
0.715LKM-800L,1116,800,1,1,1
0.754LKM-1000L,1116,1000,1,1,1
0.845LKM-1200L,1116,1200,1,1,1
0.42LKM-600L,1117,600,1,1,1
0.55LKM-800L,1117,800,1,1,1
0.58LKM-1000L,1117,1000,1,1,1
0.65LKM-1200L,1117,1200,1,1,1
0.546LKM-600L,1117,600,1,1,1
0.715LKM-800L,1117,800,1,1,1
0.754LKM-1000L,1117,1000,1,1,1
0.845LKM-1200L,1117,1200,1,1,1
0.42LKM-600L,1118,600,1,1,1
0.55LKM-800L,1118,800,1,1,1
0.58LKM-1000L,1118,1000,1,1,1
0.65LKM-1200L,1118,1200,1,1,1
0.546LKM-600L,1118,600,1,1,1
0.715LKM-800L,1118,800,1,1,1
0.754LKM-1000L,1118,1000,1,1,1
0.845LKM-1200L,1118,1200,1,1,1
0.42LKM-600L,1119,600,1,1,1
0.55LKM-800L,1119,800,1,1,1
0.58LKM-1000L,1119,1000,1,1,1
0.65LKM-1200L,1119,1200,1,1,1
0.546LKM-600L,1119,600,1,1,1
0.715LKM-800L,1119,800,1,1,1
0.754LKM-1000L,1119,1000,1,1,1
0.845LKM-1200L,1119,1200,1,1,1
0.42LKM-600L,112,600,1,1,1
0.55LKM-800L,112,800,1,1,1
0.58LKM-1000L,112,1000,1,1,1
0.65LKM-1200L,112,1200,1,1,1
0.546LKM-600L,112,600,1,1,1
0.715LKM-800L,112,800,1,1,1
0.754LKM-1000L,112,1000,1,1,1
0.845LKM-1200L,112,1200,1,1,1
0.42LKM-600L,1120,600,1,1,1
0.55LKM-800L,1120,800,1,1,1
0.58LKM-1000L,1120,1000,1,1,1
0.65LKM-1200L,1120,1200,1,1,1
0.546LKM-600L,1120,600,1,1,1
0.715LKM-800L,1120,800,1,1,1
0.754LKM-1000L,1120,1000,1,1,1
0.845LKM-1200L,1120,1200,1,1,1
0.42LKM-600L,1121,600,1,1,1
0.55LKM-800L,1121,800,1,1,1
0.58LKM-1000L,1121,1000,1,1,1
0.65LKM-1200L,1121,1200,1,1,1
0.546LKM-600L,1121,600,1,1,1
0.715LKM-800L,1121,800,1,1,1
0.754LKM-1000L,1121,1000,1,1,1
0.845LKM-1200L,1121,1200,1,1,1
0.42LKM-600L,1122,600,1,1,1
0.55LKM-800L,1122,800,1,1,1
0.58LKM-1000L,1122,1000,1,1,1
0.65LKM-1200L,1122,1200,1,1,1
0.546LKM-600L,1122,600,1,1,1
0.715LKM-800L,1122,800,1,1,1
0.754LKM-1000L,1122,1000,1,1,1
0.845LKM-1200L,1122,1200,1,1,1
0.42LKM-600L,1123,600,1,1,1
0.55LKM-800L,1123,800,1,1,1
0.58LKM-1000L,1123,1000,1,1,1
0.65LKM-1200L,1123,1200,1,1,1
0.546LKM-600L,1123,600,1,1,1
0.715LKM-800L,1123,800,1,1,1
0.754LKM-1000L,1123,1000,1,1,1
0.845LKM-1200L,1123,1200,1,1,1
0.42LKM-600L,1124,600,1,1,1
0.55LKM-800L,1124,800,1,1,1
0.58LKM-1000L,1124,1000,1,1,1
0.65LKM-1200L,1124,1200,1,1,1
0.546LKM-600L,1124,600,1,1,1
0.715LKM-800L,1124,800,1,1,1
0.754LKM-1000L,1124,1000,1,1,1
0.845LKM-1200L,1124,1200,1,1,1
0.42LKM-600L,1125,600,1,1,1
0.55LKM-800L,1125,800,1,1,1
0.58LKM-1000L,1125,1000,1,1,1
0.65LKM-1200L,1125,1200,1,1,1
0.546LKM-600L,1125,600,1,1,1
0.715LKM-800L,1125,800,1,1,1
0.754LKM-1000L,1125,1000,1,1,1
0.845LKM-1200L,1125,1200,1,1,1
0.42LKM-600L,1126,600,1,1,1
0.55LKM-800L,1126,800,1,1,1
0.58LKM-1000L,1126,1000,1,1,1
0.65LKM-1200L,1126,1200,1,1,1
0.546LKM-600L,1126,600,1,1,1
0.715LKM-800L,1126,800,1,1,1
0.754LKM-1000L,1126,1000,1,1,1
0.845LKM-1200L,1126,1200,1,1,1
0.42LKM-600L,1127,600,1,1,1
0.55LKM-800L,1127,800,1,1,1
0.58LKM-1000L,1127,1000,1,1,1
0.65LKM-1200L,1127,1200,1,1,1
0.546LKM-600L,1127,600,1,1,1
0.715LKM-800L,1127,800,1,1,1
0.754LKM-1000L,1127,1000,1,1,1
0.845LKM-1200L,1127,1200,1,1,1
0.42LKM-600L,1128,600,1,1,1
0.55LKM-800L,1128,800,1,1,1
0.58LKM-1000L,1128,1000,1,1,1
0.65LKM-1200L,1128,1200,1,1,1
0.546LKM-600L,1128,600,1,1,0
0.715LKM-800L,1128,800,1,1,0
0.754LKM-1000L,1128,1000,1,1,1
0.845LKM-1200L,1128,1200,1,1,1
0.42LKM-600L,1129,600,1,1,1
0.55LKM-800L,1129,800,1,1,1
0.58LKM-1000L,1129,1000,1,1,1
0.65LKM-1200L,1129,1200,1,1,1
0.546LKM-600L,1129,600,1,1,1
0.715LKM-800L,1129,800,1,1,1
0.754LKM-1000L,1129,1000,1,1,1
0.845LKM-1200L,1129,1200,1,1,1
0.42LKM-600L,113,600,1,1,1
0.55LKM-800L,113,800,1,1,1
0.58LKM-1000L,113,1000,1,1,1
0.65LKM-1200L,113,1200,1,1,1
0.546LKM-600L,113,600,1,1,1
0.715LKM-800L,113,800,1,1,1
0.754LKM-1000L,113,1000,1,1,1
0.845LKM-1200L,113,1200,1,1,1
0.42LKM-600L,1130,600,1,1,1
0.55LKM-800L,1130,800,1,1,1
0.58LKM-1000L,1130,1000,1,1,1
0.65LKM-1200L,1130,1200,1,1,1
0.546LKM-600L,1130,600,1,1,1
0.715LKM-800L,1130,800,1,1,1
0.754LKM-1000L,1130,1000,1,1,1
0.845LKM-1200L,1130,1200,1,1,1
0.42LKM-600L,1131,600,1,1,1
0.55LKM-800L,1131,800,1,1,1
0.58LKM-1000L,1131,1000,1,1,1
0.65LKM-1200L,1131,1200,1,1,1
0.546LKM-600L,1131,600,1,1,0
0.715LKM-800L,1131,800,1,1,0
0.754LKM-1000L,1131,1000,1,1,1
0.845LKM-1200L,1131,1200,1,1,1
0.42LKM-600L,1132,600,1,1,1
0.55LKM-800L,1132,800,1,1,1
0.58LKM-1000L,1132,1000,1,1,1
0.65LKM-1200L,1132,1200,1,1,1
0.546LKM-600L,1132,600,1,1,1
0.715LKM-800L,1132,800,1,1,1
0.754LKM-1000L,1132,1000,1,1,1
0.845LKM-1200L,1132,1200,1,1,1
0.42LKM-600L,1133,600,1,1,1
0.55LKM-800L,1133,800,1,1,1
0.58LKM-1000L,1133,1000,1,1,1
0.65LKM-1200L,1133,1200,1,1,1
0.546LKM-600L,1133,600,1,1,1
0.715LKM-800L,1133,800,1,1,1
0.754LKM-1000L,1133,1000,1,1,1
0.845LKM-1200L,1133,1200,1,1,1
0.42LKM-600L,1134,600,1,1,1
0.55LKM-800L,1134,800,1,1,1
0.58LKM-1000L,1134,1000,1,1,1
0.65LKM-1200L,1134,1200,1,1,1
0.546LKM-600L,1134,600,1,1,1
0.715LKM-800L,1134,800,1,1,1
0.754LKM-1000L,1134,1000,1,1,1
0.845LKM-1200L,1134,1200,1,1,1
0.42LKM-600L,1135,600,1,1,1
0.55LKM-800L,1135,800,1,1,1
0.58LKM-1000L,1135,1000,1,1,1
0.65LKM-1200L,1135,1200,1,1,1
0.546LKM-600L,1135,600,1,1,1
0.715LKM-800L,1135,800,1,1,1
0.754LKM-1000L,1135,1000,1,1,1
0.845LKM-1200L,1135,1200,1,1,1
0.42LKM-600L,1136,600,1,1,1
0.55LKM-800L,1136,800,1,1,1
0.58LKM-1000L,1136,1000,1,1,1
0.65LKM-1200L,1136,1200,1,1,1
0.546LKM-600L,1136,600,1,1,1
0.715LKM-800L,1136,800,1,1,1
0.754LKM-1000L,1136,1000,1,1,1
0.845LKM-1200L,1136,1200,1,1,1
0.42LKM-600L,1137,600,1,1,1
0.55LKM-800L,1137,800,1,1,1
0.58LKM-1000L,1137,1000,1,1,1
0.65LKM-1200L,1137,1200,1,1,1
0.546LKM-600L,1137,600,1,1,1
0.715LKM-800L,1137,800,1,1,1
0.754LKM-1000L,1137,1000,1,1,1
0.845LKM-1200L,1137,1200,1,1,1
0.42LKM-600L,1138,600,1,1,1
0.55LKM-800L,1138,800,1,1,1
0.58LKM-1000L,1138,1000,1,1,1
0.65LKM-1200L,1138,1200,1,1,1
0.546LKM-600L,1138,600,1,1,1
0.715LKM-800L,1138,800,1,1,1
0.754LKM-1000L,1138,1000,1,1,1
0.845LKM-1200L,1138,1200,1,1,1
0.42LKM-600L,1139,600,1,1,1
0.55LKM-800L,1139,800,1,1,1
0.58LKM-1000L,1139,1000,1,1,1
0.65LKM-1200L,1139,1200,1,1,1
0.546LKM-600L,1139,600,1,1,1
0.715LKM-800L,1139,800,1,1,1
0.754LKM-1000L,1139,1000,1,1,1
0.845LKM-1200L,1139,1200,1,1,1
0.42LKM-600L,114,600,1,1,1
0.55LKM-800L,114,800,1,1,1
0.58LKM-1000L,114,1000,1,1,1
0.65LKM-1200L,114,1200,1,1,1
0.546LKM-600L,114,600,1,1,1
0.715LKM-800L,114,800,1,1,1
0.754LKM-1000L,114,1000,1,1,1
0.845LKM-1200L,114,1200,1,1,1
0.42LKM-600L,1140,600,1,1,1
0.55LKM-800L,1140,800,1,1,1
0.58LKM-1000L,1140,1000,1,1,1
0.65LKM-1200L,1140,1200,1,1,1
0.546LKM-600L,1140,600,1,1,1
0.715LKM-800L,1140,800,1,1,1
0.754LKM-1000L,1140,1000,1,1,1
0.845LKM-1200L,1140,1200,1,1,1
